Date,Open,High,Low,Close,Adj Close,Volume
2020-11-05,0.800000,0.815000,0.775000,0.800000,0.800000,154797
2020-11-06,0.800000,0.800000,0.780000,0.800000,0.800000,260850
2020-11-09,0.800000,0.800000,0.770000,0.780000,0.780000,145322
2020-11-10,0.795000,0.800000,0.780000,0.790000,0.790000,70865
2020-11-11,0.800000,0.800000,0.770000,0.770000,0.770000,39617
2020-11-12,0.780000,0.800000,0.780000,0.800000,0.800000,62881
2020-11-13,0.800000,0.820000,0.792000,0.800000,0.800000,319133
2020-11-16,0.800000,0.800000,0.770000,0.770000,0.770000,41235
2020-11-17,0.800000,0.920000,0.800000,0.850000,0.850000,128836
2020-11-18,0.860000,0.900000,0.850000,0.850000,0.850000,184197
2020-11-19,0.870000,0.900000,0.860000,0.860000,0.860000,271690
2020-11-20,0.880000,0.915000,0.865000,0.895000,0.895000,90692
2020-11-23,0.895000,0.900000,0.860000,0.890000,0.890000,60408
2020-11-24,0.890000,0.900000,0.870000,0.885000,0.885000,67426
2020-11-25,0.895000,0.900000,0.885000,0.890000,0.890000,175781
2020-11-26,0.905000,0.945000,0.905000,0.920000,0.920000,159402
2020-11-27,0.935000,0.945000,0.930000,0.940000,0.940000,100496
2020-11-30,0.945000,0.960000,0.940000,0.950000,0.950000,123757
2020-12-01,0.950000,0.960000,0.925000,0.925000,0.925000,94027
2020-12-02,0.930000,1.030000,0.930000,0.980000,0.980000,654664
2020-12-03,0.990000,1.000000,0.960000,0.980000,0.980000,204650
2020-12-04,0.990000,0.995000,0.970000,0.975000,0.975000,91151
2020-12-07,0.980000,0.980000,0.960000,0.970000,0.970000,77079
2020-12-08,0.965000,0.965000,0.930000,0.930000,0.930000,147783
2020-12-09,0.940000,0.970000,0.940000,0.970000,0.970000,180563
2020-12-10,0.970000,0.975000,0.950000,0.960000,0.960000,86766
2020-12-11,0.960000,0.960000,0.940000,0.940000,0.940000,35642
2020-12-14,0.940000,0.940000,0.935000,0.940000,0.940000,19597
2020-12-15,0.940000,0.970000,0.930000,0.970000,0.970000,145405
2020-12-16,0.970000,0.970000,0.945000,0.950000,0.950000,18251
2020-12-17,0.950000,0.950000,0.940000,0.945000,0.945000,67028
2020-12-18,0.940000,0.950000,0.935000,0.935000,0.935000,36901
2020-12-21,0.940000,0.940000,0.915000,0.915000,0.915000,71315
2020-12-22,0.930000,0.930000,0.900000,0.900000,0.900000,57416
2020-12-23,0.920000,0.930000,0.905000,0.905000,0.905000,36249
2020-12-24,0.910000,0.920000,0.905000,0.915000,0.915000,36326
2020-12-29,0.920000,0.955000,0.890000,0.925000,0.925000,123891
2020-12-30,0.925000,0.955000,0.910000,0.925000,0.925000,19502
2020-12-31,0.935000,0.945000,0.925000,0.945000,0.945000,18958
2021-01-04,0.945000,0.975000,0.930000,0.975000,0.975000,133449
2021-01-05,0.980000,1.070000,0.980000,1.060000,1.060000,862156
2021-01-06,1.070000,1.130000,1.050000,1.100000,1.100000,446809
2021-01-07,1.100000,1.100000,1.055000,1.060000,1.060000,138226
2021-01-08,1.060000,1.100000,1.055000,1.100000,1.100000,101627
2021-01-11,1.095000,1.100000,1.050000,1.090000,1.090000,140590
2021-01-12,1.085000,1.085000,1.040000,1.040000,1.040000,74142
2021-01-13,1.040000,1.110000,1.040000,1.075000,1.075000,358914
2021-01-14,1.080000,1.100000,1.080000,1.095000,1.095000,76651
2021-01-15,1.100000,1.115000,1.080000,1.100000,1.100000,178844
2021-01-18,1.110000,1.110000,1.090000,1.105000,1.105000,189494
2021-01-19,1.110000,1.205000,1.110000,1.145000,1.145000,349728
2021-01-20,1.155000,1.240000,1.150000,1.200000,1.200000,494170
2021-01-21,1.200000,1.250000,1.185000,1.250000,1.250000,373875
2021-01-22,1.220000,1.280000,1.210000,1.260000,1.260000,241108
2021-01-25,1.270000,1.350000,1.270000,1.330000,1.330000,174265
2021-01-27,1.380000,1.400000,1.295000,1.295000,1.295000,448621
2021-01-28,1.295000,1.295000,1.200000,1.230000,1.230000,338260
2021-01-29,1.280000,1.350000,1.280000,1.345000,1.345000,275532
2021-02-01,1.345000,1.345000,1.230000,1.320000,1.320000,147151
2021-02-02,1.350000,1.355000,1.300000,1.325000,1.325000,213630
2021-02-03,1.380000,1.545000,1.380000,1.530000,1.530000,513154
2021-02-04,1.560000,1.820000,1.560000,1.695000,1.695000,668134
2021-02-05,1.700000,1.700000,1.640000,1.640000,1.640000,224893
2021-02-08,1.670000,1.710000,1.650000,1.695000,1.695000,230661
2021-02-09,1.700000,1.715000,1.660000,1.705000,1.705000,255333
2021-02-10,1.710000,1.750000,1.690000,1.740000,1.740000,402760
2021-02-11,1.740000,1.770000,1.710000,1.760000,1.760000,270907
2021-02-12,1.730000,1.760000,1.655000,1.720000,1.720000,161527
2021-02-15,1.750000,1.900000,1.750000,1.900000,1.900000,503384
2021-02-16,1.975000,2.200000,1.920000,2.010000,2.010000,927787
2021-02-17,2.050000,2.110000,2.020000,2.020000,2.020000,344118
2021-02-18,2.090000,2.100000,2.040000,2.060000,2.060000,186650
2021-02-19,2.060000,2.090000,2.000000,2.010000,2.010000,254336
2021-02-22,2.010000,2.090000,1.710000,1.740000,1.740000,362866
2021-02-23,1.780000,1.910000,1.780000,1.900000,1.900000,462338
2021-02-24,1.945000,1.990000,1.770000,1.800000,1.800000,499360
2021-02-25,1.850000,1.890000,1.720000,1.795000,1.795000,176934
2021-02-26,1.755000,1.790000,1.650000,1.650000,1.650000,319279
2021-03-01,1.660000,1.800000,1.650000,1.740000,1.740000,277269
2021-03-02,1.750000,1.800000,1.650000,1.650000,1.650000,167366
2021-03-03,1.750000,1.775000,1.710000,1.710000,1.710000,167728
2021-03-04,1.720000,1.745000,1.650000,1.650000,1.650000,152857
2021-03-05,1.650000,1.650000,1.535000,1.595000,1.595000,262650
2021-03-08,1.630000,1.725000,1.630000,1.710000,1.710000,188838
2021-03-09,1.710000,1.710000,1.650000,1.675000,1.675000,152706
2021-03-10,1.730000,1.785000,1.730000,1.785000,1.785000,269713
2021-03-11,1.785000,1.785000,1.700000,1.700000,1.700000,135188
2021-03-12,1.675000,1.710000,1.650000,1.670000,1.670000,125345
2021-03-15,1.690000,1.705000,1.630000,1.630000,1.630000,126814
2021-03-16,1.650000,1.680000,1.600000,1.660000,1.660000,94460
2021-03-17,1.640000,1.675000,1.605000,1.620000,1.620000,112943
2021-03-18,1.600000,1.630000,1.555000,1.615000,1.615000,144310
2021-03-19,1.605000,1.660000,1.590000,1.635000,1.635000,55352
2021-03-22,1.635000,1.635000,1.550000,1.550000,1.550000,91146
2021-03-23,1.540000,1.540000,1.490000,1.520000,1.520000,202689
2021-03-24,1.490000,1.500000,1.450000,1.475000,1.475000,159129
2021-03-25,1.475000,1.475000,1.350000,1.400000,1.400000,359915
2021-03-26,1.400000,1.590000,1.400000,1.505000,1.505000,205882
2021-03-29,1.505000,1.580000,1.490000,1.515000,1.515000,113275
2021-03-30,1.515000,1.535000,1.495000,1.535000,1.535000,137541
2021-03-31,1.535000,1.560000,1.525000,1.560000,1.560000,87831
2021-04-01,1.585000,1.610000,1.545000,1.610000,1.610000,163568
2021-04-06,1.700000,1.760000,1.700000,1.735000,1.735000,244850
2021-04-07,1.745000,1.790000,1.745000,1.790000,1.790000,131457
2021-04-08,1.790000,1.800000,1.755000,1.780000,1.780000,130312
2021-04-09,1.790000,1.800000,1.780000,1.790000,1.790000,96538
2021-04-12,1.800000,1.800000,1.730000,1.735000,1.735000,165096
2021-04-13,1.760000,1.760000,1.745000,1.750000,1.750000,55288
2021-04-14,1.760000,1.880000,1.750000,1.880000,1.880000,269394
2021-04-15,1.900000,1.910000,1.825000,1.825000,1.825000,222926
2021-04-16,1.855000,1.880000,1.800000,1.800000,1.800000,83440
2021-04-19,1.850000,1.900000,1.815000,1.845000,1.845000,96746
2021-04-20,1.800000,1.825000,1.720000,1.735000,1.735000,193232
2021-04-21,1.730000,1.730000,1.610000,1.685000,1.685000,78411
2021-04-22,1.665000,1.765000,1.570000,1.740000,1.740000,147179
2021-04-23,1.750000,1.750000,1.710000,1.720000,1.720000,51887
2021-04-26,1.720000,1.720000,1.600000,1.680000,1.680000,62288
2021-04-27,1.660000,1.675000,1.610000,1.655000,1.655000,88638
2021-04-28,1.655000,1.655000,1.655000,1.655000,1.655000,0
2021-04-29,1.655000,1.655000,1.655000,1.655000,1.655000,0
2021-04-30,1.590000,1.595000,1.520000,1.525000,1.525000,338300
2021-05-03,1.535000,1.570000,1.510000,1.510000,1.510000,164062
2021-05-04,1.510000,1.520000,1.480000,1.500000,1.500000,136776
2021-05-05,1.500000,1.500000,1.430000,1.490000,1.490000,246503
2021-05-06,1.470000,1.470000,1.410000,1.435000,1.435000,279140
2021-05-07,1.440000,1.450000,1.405000,1.410000,1.410000,294978
2021-05-10,1.410000,1.480000,1.405000,1.460000,1.460000,235172
2021-05-11,1.470000,1.470000,1.375000,1.380000,1.380000,269833
2021-05-12,1.390000,1.410000,1.345000,1.355000,1.355000,113609
2021-05-13,1.330000,1.335000,1.255000,1.325000,1.325000,225729
2021-05-14,1.325000,1.400000,1.325000,1.345000,1.345000,427570
2021-05-17,1.365000,1.470000,1.355000,1.360000,1.360000,140686
2021-05-18,1.360000,1.380000,1.350000,1.360000,1.360000,108556
2021-05-19,1.355000,1.385000,1.300000,1.300000,1.300000,203320
2021-05-20,1.320000,1.357500,1.315000,1.320000,1.320000,59507
2021-05-21,1.340000,1.390000,1.300000,1.310000,1.310000,132190
2021-05-24,1.325000,1.325000,1.265000,1.325000,1.325000,70332
2021-05-25,1.305000,1.350000,1.300000,1.345000,1.345000,55061
2021-05-26,1.345000,1.345000,1.265000,1.270000,1.270000,136702
2021-05-27,1.280000,1.300000,1.250000,1.260000,1.260000,104513
2021-05-28,1.290000,1.320000,1.290000,1.320000,1.320000,78223
2021-05-31,1.345000,1.350000,1.305000,1.325000,1.325000,70025
2021-06-01,1.340000,1.400000,1.320000,1.400000,1.400000,93918
2021-06-02,1.405000,1.440000,1.340000,1.410000,1.410000,160012
2021-06-03,1.435000,1.435000,1.395000,1.400000,1.400000,116514
2021-06-04,1.410000,1.410000,1.355000,1.375000,1.375000,44141
2021-06-07,1.380000,1.380000,1.310000,1.335000,1.335000,79917
2021-06-08,1.330000,1.415000,1.330000,1.400000,1.400000,400597
2021-06-09,1.420000,1.540000,1.420000,1.540000,1.540000,255551
2021-06-10,1.570000,1.675000,1.565000,1.620000,1.620000,292319
2021-06-11,1.660000,1.700000,1.570000,1.585000,1.585000,236462
2021-06-15,1.575000,1.575000,1.450000,1.500000,1.500000,239614
2021-06-16,1.480000,1.495000,1.450000,1.460000,1.460000,105480
2021-06-17,1.460000,1.460000,1.445000,1.450000,1.450000,46341
2021-06-18,1.460000,1.460000,1.415000,1.445000,1.445000,92957
2021-06-21,1.410000,1.420000,1.390000,1.415000,1.415000,108397
2021-06-22,1.420000,1.450000,1.415000,1.420000,1.420000,130794
2021-06-23,1.435000,1.540000,1.430000,1.510000,1.510000,239581
2021-06-24,1.490000,1.600000,1.490000,1.560000,1.560000,146472
2021-06-25,1.570000,1.615000,1.570000,1.600000,1.600000,185163
2021-06-28,1.600000,1.650000,1.540000,1.560000,1.560000,218782
2021-06-29,1.560000,1.560000,1.530000,1.540000,1.540000,21266
2021-06-30,1.530000,1.590000,1.530000,1.530000,1.530000,130975
2021-07-01,1.540000,1.585000,1.530000,1.540000,1.540000,65997
2021-07-02,1.540000,1.610000,1.540000,1.590000,1.590000,68715
2021-07-05,1.590000,1.620000,1.565000,1.615000,1.615000,125090
2021-07-06,1.640000,1.770000,1.640000,1.730000,1.730000,696782
2021-07-07,1.760000,1.820000,1.760000,1.815000,1.815000,312696
2021-07-08,1.815000,1.820000,1.755000,1.815000,1.815000,220590
2021-07-09,1.795000,1.795000,1.725000,1.730000,1.730000,81909
2021-07-12,1.740000,1.770000,1.740000,1.760000,1.760000,52278
2021-07-13,1.760000,1.760000,1.725000,1.730000,1.730000,74123
2021-07-14,1.740000,1.740000,1.710000,1.730000,1.730000,80449
2021-07-15,1.720000,1.720000,1.655000,1.680000,1.680000,135258
2021-07-16,1.690000,1.695000,1.655000,1.695000,1.695000,37719
2021-07-19,1.700000,1.720000,1.670000,1.670000,1.670000,61607
2021-07-20,1.670000,1.670000,1.600000,1.625000,1.625000,132726
2021-07-21,1.640000,1.670000,1.565000,1.565000,1.565000,225738
2021-07-22,1.565000,1.610000,1.560000,1.560000,1.560000,54243
2021-07-23,1.605000,1.605000,1.595000,1.595000,1.595000,24865
2021-07-26,1.600000,1.650000,1.570000,1.575000,1.575000,48079
2021-07-27,1.600000,1.600000,1.560000,1.560000,1.560000,96512
2021-07-28,1.660000,1.700000,1.655000,1.680000,1.680000,252289
2021-07-29,1.680000,1.710000,1.660000,1.700000,1.700000,237333
2021-07-30,1.750000,1.750000,1.670000,1.680000,1.680000,103620
2021-08-02,1.700000,1.780000,1.700000,1.750000,1.750000,167562
2021-08-03,1.760000,1.840000,1.760000,1.800000,1.800000,255610
2021-08-04,1.840000,1.985000,1.840000,1.970000,1.970000,542205
2021-08-05,1.970000,1.970000,1.850000,1.865000,1.865000,180753
2021-08-06,1.870000,1.930000,1.870000,1.920000,1.920000,109728
2021-08-09,1.920000,1.940000,1.875000,1.890000,1.890000,108322
2021-08-10,1.900000,1.900000,1.820000,1.850000,1.850000,124574
2021-08-11,1.850000,1.925000,1.755000,1.845000,1.845000,286853
2021-08-12,1.870000,1.900000,1.850000,1.860000,1.860000,199855
2021-08-13,1.870000,2.050000,1.870000,2.030000,2.030000,708269
2021-08-16,2.030000,2.160000,2.030000,2.060000,2.060000,459602
2021-08-17,2.090000,2.100000,2.010000,2.030000,2.030000,135192
2021-08-18,2.020000,2.070000,1.960000,1.995000,1.995000,118189
2021-08-19,2.000000,2.040000,1.900000,1.975000,1.975000,59606
2021-08-20,1.960000,1.970000,1.795000,1.830000,1.830000,356266
2021-08-23,1.805000,1.940000,1.780000,1.895000,1.895000,95791
2021-08-24,1.950000,1.950000,1.880000,1.915000,1.915000,85357
2021-08-25,1.985000,2.090000,1.955000,1.955000,1.955000,514348
2021-08-26,1.980000,2.040000,1.900000,1.910000,1.910000,202485
2021-08-27,1.980000,1.980000,1.895000,1.910000,1.910000,84630
2021-08-30,1.920000,1.965000,1.920000,1.950000,1.950000,53019
2021-08-31,1.975000,2.020000,1.955000,1.980000,1.980000,131165
2021-09-01,1.930000,1.940000,1.655000,1.720000,1.720000,1452859
2021-09-02,1.730000,1.900000,1.730000,1.880000,1.880000,450092
2021-09-03,1.880000,1.935000,1.860000,1.900000,1.900000,315741
2021-09-06,1.900000,1.935000,1.800000,1.825000,1.825000,313890
2021-09-07,1.855000,1.870000,1.845000,1.850000,1.850000,71909
